tile,date,prod,err,nodata,cloud,shadow,snow,clear
10TEK,20190727,S2B_MSIL2A_20190727T185929_N0500_R013_T10TEK_20230520T201532.zip,,0.07805037143207885,8.095527221210282e-06,9.15723570923786e-06,1.0119409026512851e-05,0.9204571318608764
10TEK,20200726,S2A_MSIL2A_20200726T185921_N0500_R013_T10TEK_20230528T203015.zip,,0.07327805813517539,1.4266707807870579e-06,0.0,0.0,0.9256840886393874
10TEK,20200815,S2A_MSIL2A_20200815T185921_N0500_R013_T10TEK_20230420T073657.zip,,0.07530884104565015,1.5925627320413669e-06,1.6257411222922285e-06,0.0,0.9234636248718485
10TEK,20201009,S2B_MSIL2A_20201009T190319_N0500_R013_T10TEK_20230416T195055.zip,,0.07415323771321262,1.758454683295676e-06,0.0,0.0,0.9243561899263771
10TDM,20200810,S2B_MSIL2A_20200810T185919_N0500_R013_T10TDM_20230509T050550.zip,,0.0,1.1645614978052496e-05,0.0,6.668856440423224e-05,0.9927555316671146
10TDM,20200820,S2B_MSIL2A_20200820T185919_N0500_R013_T10TDM_20230319T202419.zip,,0.0,3.649622927594799e-06,0.0,1.5262059515396432e-06,0.9936493243220825
10TDM,20201014,S2A_MSIL2A_20201014T190351_N0500_R013_T10TDM_20230407T185508.zip,,0.0,0.00017909695057415203,0.00025743112995643675,0.00016483024276628148,0.9672000092899493
10TDM,20201029,S2B_MSIL2A_20201029T190519_N0500_R013_T10TDM_20230315T101006.zip,,0.0,8.788955577453293e-05,4.9634871815289265e-05,0.0003128058632851251,0.9028483979814267
10TEK,20201011,S2A_MSIL2A_20201011T185321_N0500_R113_T10TEK_20230324T165749.zip,,0.12311720929923922,6.96746195268098e-07,0.0,3.317839025086181e-08,0.8753635522111738
10TEK,20201014,S2A_MSIL2A_20201014T190351_N0500_R013_T10TEK_20230407T185508.zip,,0.07621792893852376,1.9907034150517085e-06,0.0,4.644974635120653e-07,0.9217347984910468
10TEK,20201016,S2B_MSIL2A_20201016T185359_N0500_R113_T10TEK_20230309T075410.zip,,0.1308598843401316,6.3038941476637434e-06,0.0,9.953517075258543e-08,0.8662879021635628
10TEK,20201026,S2B_MSIL2A_20201026T185459_N0500_R113_T10TEK_20230307T141841.zip,,0.13020514198692107,3.583266147093075e-06,0.0,0.0,0.8621827399378237
10TEL,20201019,S2B_MSIL2A_20201019T190419_N0500_R013_T10TEL_20230311T131547.zip,,0.0,0.00034342951748667056,1.227600439281887e-06,0.0003159909887492079,0.9809133347268257
10TEL,20201103,S2A_MSIL2A_20201103T190551_N0500_R013_T10TEL_20230304T013836.zip,,0.0,0.00020477702462831909,1.1645614978052496e-05,0.00023450486229309128,0.9424928251731083
10TEM,20200711,S2B_MSIL2A_20200711T185919_N0500_R013_T10TEM_20230318T093712.zip,,0.0,4.183795010633674e-05,0.0,8.659559855474932e-05,0.9983901181482476
10TEM,20200726,S2A_MSIL2A_20200726T185921_N0500_R013_T10TEM_20230528T203015.zip,,0.0,1.6589195125430904e-06,0.0,1.7485011662204174e-05,0.997689722330052
10TEM,20200820,S2B_MSIL2A_20200820T185919_N0500_R013_T10TEM_20230319T202419.zip,,0.0,0.0,0.0,0.0,0.9940155805720619
10TEM,20200830,S2B_MSIL2A_20200830T185919_N0500_R013_T10TEM_20230420T232743.zip,,0.0,2.3224873175603266e-07,0.0,0.0,0.9967584049157103
10TFK,20200718,S2B_MSIL2A_20200718T184919_N0500_R113_T10TFK_20230324T152351.zip,,0.0,1.7319119710949864e-05,0.0,8.165201840737091e-05,0.9977635442483601
10TFK,20201006,S2B_MSIL2A_20201006T185249_N0500_R113_T10TFK_20230416T095118.zip,,0.0,0.0001652283834492918,0.0,1.7385476491451588e-05,0.9949238058267889
10TFK,20201011,S2A_MSIL2A_20201011T185321_N0500_R113_T10TFK_20230324T165749.zip,,0.0,1.556066502765419e-05,0.0,3.417374195838766e-06,0.9935064249952721
10TFK,20201105,S2B_MSIL2A_20201105T185559_N0500_R113_T10TFK_20230301T110859.zip,,0.0,3.012597834778252e-05,0.0,1.559384341790505e-06,0.9630293197434647
10TFL,20200718,S2B_MSIL2A_20200718T184919_N0500_R113_T10TFL_20230324T152351.zip,,0.0,7.504951874744941e-05,1.9011217613743816e-05,0.0,0.9987520612074944
10TFL,20201001,S2A_MSIL2A_20201001T185221_N0500_R113_T10TFL_20230307T012928.zip,,0.0,7.720611411375542e-05,1.0948868782784398e-06,0.0,0.9998324491292332
10TFL,20201011,S2A_MSIL2A_20201011T185321_N0500_R113_T10TFL_20230324T165749.zip,,0.0,5.2455034986612516e-05,0.0,7.299245855189597e-07,0.9997214010570635
10TFL,20201016,S2B_MSIL2A_20201016T185359_N0500_R113_T10TFL_20230309T075410.zip,,0.0,3.852011108125056e-05,0.0,6.96746195268098e-07,0.9995634387410791
10TFM,20200504,S2A_MSIL2A_20200504T184921_N0500_R113_T10TFM_20230401T011755.zip,,0.0,0.0004475433060938749,0.0,0.00936752034664782,0.9898131724844974
10TFM,20200718,S2B_MSIL2A_20200718T184919_N0500_R113_T10TFM_20230324T152351.zip,,0.0,9.197049777538893e-05,5.23886782061108e-05,0.0,0.9995253499490712
10TFM,20201001,S2A_MSIL2A_20201001T185221_N0500_R113_T10TFM_20230307T012928.zip,,0.0,0.00046718491312238515,0.0,0.0,0.99950799765097
10TFM,20201026,S2B_MSIL2A_20201026T185459_N0500_R113_T10TFM_20230307T141841.zip,,0.0,0.0036660130523787247,0.0,0.0,0.9959874718398413
11SKD,20200705,S2B_MSIL2A_20200705T183919_N0500_R070_T11SKD_20230322T052651.zip,,0.003765880007033819,5.155921844983925e-05,6.635678050172362e-08,0.000935398356342547,0.9944810733872814
11SKD,20200730,S2A_MSIL2A_20200730T183921_N0500_R070_T11SKD_20230430T130316.zip,,0.0021777300008958165,0.00011980716719586199,0.0,0.00012843354866108605,0.9964627522801849
11SKD,20200804,S2B_MSIL2A_20200804T183919_N0500_R070_T11SKD_20230321T050221.zip,,0.0035922906692413097,4.618431922919964e-05,4.41272590336462e-06,0.00010749798441279227,0.9949205543445443
11SKD,20200928,S2A_MSIL2A_20200928T184151_N0500_R070_T11SKD_20230405T041333.zip,,0.0019321767346491883,5.07297586935677e-05,0.0,1.0517549709523194e-05,0.9729219544726129
11SKD,20201001,S2A_MSIL2A_20201001T185221_N0500_R113_T11SKD_20230307T012928.zip,,0.3199694758809692,6.539460718444863e-05,1.4465778149375749e-05,8.460489513969761e-06,0.6483298993699423
11SKD,20201016,S2B_MSIL2A_20201016T185359_N0500_R113_T11SKD_20230309T075410.zip,,0.3174755558209827,5.374899220639613e-06,2.1565953663060175e-06,7.631029757698217e-06,0.6797195762455998
11SKD,20201028,S2A_MSIL2A_20201028T184511_N0500_R070_T11SKD_20230308T153415.zip,,0.0015569623193021922,0.0002361306034153835,4.014585220354279e-06,0.00011121396412088878,0.9889524918629998
11SKT,20200814,S2B_MSIL2A_20200814T183919_N0500_R070_T11SKT_20230405T200744.zip,,0.09189312576932393,0.00017372205135351244,1.9907034150517086e-07,0.0,0.9077179903185457
11SKT,20200819,S2A_MSIL2A_20200819T183921_N0500_R070_T11SKT_20230509T152110.zip,,0.0,0.00010846015773006725,1.2972750588086968e-05,0.0,0.9991692131081185
11SKT,20201013,S2B_MSIL2A_20201013T184329_N0500_R070_T11SKT_20230404T195122.zip,,0.0,2.1632310443561898e-05,0.0,4.346369122862897e-05,0.9969378668285772
11SKU,20200814,S2B_MSIL2A_20200814T183919_N0500_R070_T11SKU_20230419T172105.zip,,0.0,0.008773892588279401,2.7737134249720474e-05,0.0,0.9895321515190726
11SKU,20200903,S2B_MSIL2A_20200903T183919_N0500_R070_T11SKU_20230313T031213.zip,,0.0,1.7518190052455036e-05,0.0,0.0,0.990424948822333
11SKU,20201028,S2A_MSIL2A_20201028T184511_N0500_R070_T11SKU_20230308T153415.zip,,0.0,1.2674145075829211e-05,0.0,0.0,0.9898557403591892
11SLA,20191004,S2A_MSIL2A_20191004T184221_N0500_R070_T11SLA_20230709T024833.zip,,0.07167929104415711,0.012440536030072892,6.668856440423224e-06,0.003743716842346243,0.8293564719426942
11SKT,20201028,S2A_MSIL2A_20201028T184511_N0500_R070_T11SKT_20230308T153415.zip,,0.0,1.884532566248951e-05,0.0,7.796921708952525e-06,0.9993963523677758
11SKU,20200206,S2B_MSIL2A_20200206T184539_N0500_R070_T11SKU_20230429T021951.zip,,0.0,1.891168244299123e-05,2.1333704931304143e-05,0.0009712973745939794,0.9624874170954973
11SKU,20200501,S2A_MSIL2A_20200501T183921_N0500_R070_T11SKU_20230504T034951.zip,,0.0,0.00011333738109694394,2.7206280005706683e-06,0.00019492304272381313,0.9988823195676192
11SKU,20200809,S2A_MSIL2A_20200809T183921_N0500_R070_T11SKU_20230421T133546.zip,,0.0,0.10808683448296455,0.0,0.0,0.891154209840047
11SLA,20200928,S2A_MSIL2A_20200928T184151_N0500_R070_T11SLA_20230405T041333.zip,,0.031219339020109423,0.003736483953271555,0.0,0.01771394255493512,0.8550019409358297
11SLA,20201018,S2A_MSIL2A_20201018T184411_N0500_R070_T11SLA_20230405T201440.zip,,0.03162540933838972,0.00033679383943649823,4.114120391106864e-06,9.900431650857163e-05,0.9325745435482962
11SLA,20201023,S2B_MSIL2A_20201023T184439_N0500_R070_T11SLA_20230310T023435.zip,,0.030672393256823964,0.00027916297557075125,3.7159797080965224e-05,8.022534762658385e-05,0.9250200563369066
11SLA,20201104,S2A_MSIL2A_20201104T183541_N0500_R027_T11SLA_20230302T072324.zip,,0.3013999953550254,1.960842863825933e-05,0.0,7.143307421010547e-05,0.6344645173705462
11SLA,20200622,S2B_MSIL2A_20200622T182919_N0500_R027_T11SLA_20230414T190949.zip,,0.7998092574344478,4.313190732612035e-06,0.0,0.0,0.20011897770743958
11SLA,20200804,S2B_MSIL2A_20200804T183919_N0500_R070_T11SLA_20230321T050221.zip,,0.027187832820727204,1.1512901417049047e-05,0.0,0.00168353787810923,0.9567782455930803
11SLA,20200809,S2A_MSIL2A_20200809T183921_N0500_R070_T11SLA_20230421T133546.zip,,0.030741271594984753,0.0002555067833218868,0.00010222262036290524,0.0014489998374258878,0.9530090809254117
11SLA,20200831,S2B_MSIL2A_20200831T182919_N0500_R027_T11SLA_20230318T080556.zip,,0.313303008284644,0.003948228439852555,0.0,0.0005068662678624159,0.6676940023423944
11SLT,20200129,S2A_MSIL2A_20200129T183621_N0500_R027_T11SLT_20230426T142959.zip,,0.0,0.0008532486620814132,6.801570001426671e-06,0.0002754801742529056,0.9877845129909987
