tile,date,prod,err,nodata,cloud,shadow,snow,clear
21KTQ,20200923,S2B_MSIL2A_20200923T140059_N0500_R067_T21KTQ_20230421T171438.zip,,0.0639807432622984,6.751802416050378e-05,4.877223366876686e-06,0.0,0.9359444394676859
21KTQ,20201008,S2A_MSIL2A_20201008T140101_N0500_R067_T21KTQ_20230309T141818.zip,,0.05714655890325513,5.4346203230911644e-05,0.0,0.0,0.942799094893514
21KTQ,20201122,S2B_MSIL2A_20201122T140049_N0500_R067_T21KTQ_20230405T033555.zip,,0.06702940600727934,3.1619005909071304e-05,0.0,0.0,0.9329388754516409
21KTQ,20201227,S2A_MSIL2A_20201227T140051_N0500_R067_T21KTQ_20230331T131647.zip,,0.05911974412825439,0.0002323150885365344,0.0003490366654390662,0.0,0.9402977428741113
21KUP,20200322,S2A_MSIL2A_20200322T140051_N0500_R067_T21KUP_20230601T185911.zip,,0.0,3.424009873888938e-05,0.0,0.0,0.9999622429918945
21KUP,20200416,S2B_MSIL2A_20200416T140049_N0500_R067_T21KUP_20230518T234155.zip,,0.0,3.762429454447729e-05,0.0,0.0,0.9999543133566245
21KUP,20201122,S2B_MSIL2A_20201122T140049_N0500_R067_T21KUP_20230405T033555.zip,,0.0,1.4731205271382644e-05,0.0,0.0,0.9999619775647726
21KUP,20201207,S2A_MSIL2A_20201207T140051_N0500_R067_T21KUP_20230325T230655.zip,,0.0,2.1234169760551557e-05,0.0,0.0,0.999931752051254
21KUQ,20200322,S2A_MSIL2A_20200322T140051_N0500_R067_T21KUQ_20230601T185911.zip,,0.0,3.072318937229803e-05,0.0,0.0,0.9999549105676491
21KUQ,20200516,S2B_MSIL2A_20200516T140049_N0500_R067_T21KUQ_20230428T084138.zip,,0.0,3.3244747031363535e-05,0.0,0.0,0.9999667552529686
21KUQ,20200615,S2B_MSIL2A_20200615T140059_N0500_R067_T21KUQ_20230427T174412.zip,,0.0,5.228914303535821e-05,0.0,0.0,0.9999477108569647
21KUQ,20200824,S2B_MSIL2A_20200824T140059_N0500_R067_T21KUQ_20230509T050916.zip,,0.0,4.568664337543671e-05,0.0,0.0,0.9999061383339803
21KUR,20200307,S2B_MSIL2A_20200307T140049_N0500_R067_T21KUR_20230422T223734.zip,,0.0,2.7272636786208408e-05,0.0,0.0,0.9998362314657218
21KUS,20200416,S2B_MSIL2A_20200416T140049_N0500_R067_T21KUS_20230518T234155.zip,,0.0,2.8002561371727367e-05,0.0,0.0,0.9998996353694911
21KUS,20200516,S2B_MSIL2A_20200516T140049_N0500_R067_T21KUS_20230428T084138.zip,,3.317839025086181e-08,4.5620286594934986e-05,0.0,0.0,0.9999520904044777
21KUS,20200615,S2B_MSIL2A_20200615T140059_N0500_R067_T21KUS_20230427T174412.zip,,0.0,3.835421912999625e-05,0.0,0.0,0.9999544128917953
21KUT,20200421,S2A_MSIL2A_20200421T140051_N0500_R067_T21KUT_20230522T022854.zip,,0.0,2.27603757120912e-05,0.0,0.0,0.9999486730302819
21KUR,20200322,S2A_MSIL2A_20200322T140051_N0500_R067_T21KUR_20230601T185911.zip,,0.0,2.4286581663630843e-05,0.0,0.0,0.9998335771945017
21KUR,20200516,S2B_MSIL2A_20200516T140049_N0500_R067_T21KUR_20230428T084138.zip,,0.0,3.470459620240145e-05,0.0,0.0,0.9999652954037976
21KUR,20201008,S2A_MSIL2A_20201008T140101_N0500_R067_T21KUR_20230309T141818.zip,,0.0,4.717967093672549e-05,0.0,0.0,0.9999409424653535
21KUS,20200411,S2A_MSIL2A_20200411T140051_N0500_R067_T21KUS_20230509T131507.zip,,0.9199448906937934,4.346369122862897e-06,0.0,0.0,0.08005026526123006
21KUU,20201122,S2B_MSIL2A_20201122T140049_N0500_R067_T21KUU_20230405T033555.zip,,0.011422191698103192,2.3954797761122226e-05,0.0,0.0,0.988550071167647
21KVP,20190303,S2B_MSIL2A_20190303T140049_N0500_R067_T21KVP_20221112T125054.SAFE,,0.19958742671723054,1.5461129856901602e-05,0.0,0.0,0.8003036486275759
21KVP,20190303,S2B_MSIL2A_20190303T140049_N0500_R067_T21KVP_20221112T125054.zip,,0.19958742671723054,1.5461129856901602e-05,0.0,0.0,0.8003036486275759
21KVP,20200304,S2B_MSIL2A_20200304T135109_N0500_R024_T21KVP_20230423T061733.SAFE,,0.3702548100371266,2.0636958736036047e-05,0.0,0.0,0.6296241551952383
21KUT,20200501,S2A_MSIL2A_20200501T140101_N0500_R067_T21KUT_20230506T090200.zip,,0.447121409683445,0.0006460496149647811,0.0,0.0,0.5522032110046085
21KUT,20200615,S2B_MSIL2A_20200615T140059_N0500_R067_T21KUT_20230427T174412.zip,,0.0,3.7027083519961776e-05,0.0,0.0,0.9999629729164801
21KUT,20200923,S2B_MSIL2A_20200923T140059_N0500_R067_T21KUT_20230421T171438.zip,,0.0,2.4850614297895494e-05,3.981406830103417e-06,0.0,0.999952521723551
21KUU,20200325,S2A_MSIL2A_20200325T141041_N0500_R110_T21KUU_20230615T052844.zip,,0.6900073656026356,4.014585220354279e-06,0.0,0.0,0.30998861981214393
21KUU,20200529,S2B_MSIL2A_20200529T141049_N0500_R110_T21KUU_20230509T092334.zip,,0.6995596895829808,0.041597439955408246,0.0,0.0,0.2588428704616109
21KUU,20200824,S2B_MSIL2A_20200824T140059_N0500_R067_T21KUU_20230509T050916.zip,,0.011722887448946753,2.6277285078682553e-05,0.0,0.0,0.9879830856566502
21KUU,20201008,S2A_MSIL2A_20201008T140101_N0500_R067_T21KUU_20230309T141818.zip,,0.007650206867263214,3.2581179226346294e-05,0.0,0.0,0.9923127328708266
21KUU,20201107,S2A_MSIL2A_20201107T140101_N0500_R067_T21KUU_20230409T134537.zip,,0.0077947319351959685,2.6177749907929967e-05,0.0,0.0,0.9921746444106024
21KVP,20200317,S2B_MSIL2A_20200317T140049_N0500_R067_T21KVP_20230627T191704.zip,,0.20125994936977648,2.2295878248579136e-05,3.317839025086181e-08,0.0,0.7985773769828235
21KVP,20200411,S2A_MSIL2A_20200411T140051_N0500_R067_T21KVP_20230509T131507.SAFE,,0.20839897677844466,2.3788905809867915e-05,0.0,0.0,0.7915102139674387
21KVP,20200411,S2A_MSIL2A_20200411T140051_N0500_R067_T21KVP_20230509T131507.zip,,0.20839897677844466,2.3788905809867915e-05,0.0,0.0,0.7915102139674387
21KVP,20200416,S2B_MSIL2A_20200416T140049_N0500_R067_T21KVP_20230518T234155.SAFE,,0.19603932966380336,2.6808139322696343e-05,0.0,0.0,0.8038507171509053
21KVP,20200304,S2B_MSIL2A_20200304T135109_N0500_R024_T21KVP_20230423T061733.zip,,0.3702548100371266,2.0636958736036047e-05,0.0,0.0,0.6296241551952383
21KVP,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KVP_20230627T053558.SAFE,,0.37091353379716724,2.2627662151087753e-05,0.0,0.0,0.6289677539225151
21KVP,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KVP_20230627T053558.zip,,0.37091353379716724,2.2627662151087753e-05,0.0,0.0,0.6289677539225151
21KVP,20200317,S2B_MSIL2A_20200317T140049_N0500_R067_T21KVP_20230627T191704.SAFE,,0.20125994936977648,2.2295878248579136e-05,3.317839025086181e-08,0.0,0.7985773769828235
21KVP,20200416,S2B_MSIL2A_20200416T140049_N0500_R067_T21KVP_20230518T234155.zip,,0.19603932966380336,2.6808139322696343e-05,0.0,0.0,0.8038507171509053
21KVP,20200615,S2B_MSIL2A_20200615T140059_N0500_R067_T21KVP_20230427T174412.SAFE,,0.2092972485160965,2.607821473717738e-05,0.0,0.0,0.7906766732691664
21KVP,20200615,S2B_MSIL2A_20200615T140059_N0500_R067_T21KVP_20230427T174412.zip,,0.2092972485160965,2.607821473717738e-05,0.0,0.0,0.7906766732691664
21KVP,20200923,S2B_MSIL2A_20200923T140059_N0500_R067_T21KVP_20230421T171438.SAFE,,0.209278270476873,2.495014946864808e-05,8.394132733468037e-06,0.0,0.7906473767505748
21KVP,20200923,S2B_MSIL2A_20200923T140059_N0500_R067_T21KVP_20230421T171438.zip,,0.209278270476873,2.495014946864808e-05,8.394132733468037e-06,0.0,0.7906473767505748
21KVQ,20190303,S2B_MSIL2A_20190303T140049_N0500_R067_T21KVQ_20221112T125054.zip,,0.027830929558959657,1.2309182783069732e-05,0.0,0.0,0.9719651560545586
21KVQ,20200322,S2A_MSIL2A_20200322T140051_N0500_R067_T21KVQ_20230601T185911.zip,,0.028286999711348005,2.3224873175603267e-05,0.0,0.0,0.9714671152385028
21KVQ,20200411,S2A_MSIL2A_20200411T140051_N0500_R067_T21KVQ_20230509T131507.zip,,0.03221877166963613,3.8686003032504866e-05,0.0,0.0,0.9675105590226973
21KVQ,20200416,S2B_MSIL2A_20200416T140049_N0500_R067_T21KVQ_20230518T234155.zip,,0.026103065351475278,3.0889081323552346e-05,0.0,0.0,0.9736606381531581
21KVQ,20200421,S2A_MSIL2A_20200421T140051_N0500_R067_T21KVQ_20230522T022854.zip,,0.034835916271014365,3.284660634835319e-05,4.114120391106864e-06,0.0,0.9648567523000919
21KVQ,20200925,S2A_MSIL2A_20200925T135121_N0500_R024_T21KVQ_20230424T055804.zip,,0.5697241880418445,1.7451833271953312e-05,0.0,0.0,0.4300759453352842
21KVQ,20201124,S2A_MSIL2A_20201124T135111_N0500_R024_T21KVQ_20230406T124134.zip,,0.5749486896194771,1.0617084880275778e-05,0.0,0.0,0.4249693929349936
21KVS,20200302,S2A_MSIL2A_20200302T140051_N0500_R067_T21KVS_20230629T080032.zip,,0.0,2.733899356671013e-05,0.0,0.0,0.999748441445118
21KVS,20200307,S2B_MSIL2A_20200307T140049_N0500_R067_T21KVS_20230422T223734.zip,,0.0,2.2428591809582584e-05,0.0,0.0,0.9997947916562984
21KVS,20200829,S2A_MSIL2A_20200829T140101_N0500_R067_T21KVS_20230503T014529.zip,,0.014204929645223473,4.708013576597291e-05,0.0,0.0,0.9841783537546326
21KVS,20200923,S2B_MSIL2A_20200923T140059_N0500_R067_T21KVS_20230421T171438.zip,,0.0,2.073649390678863e-05,3.583266147093075e-06,0.0,0.9998696089263142
21KWP,20200223,S2B_MSIL2A_20200223T135109_N0500_R024_T21KWP_20230613T133745.zip,,0.0,2.4352938444132567e-05,0.0,0.0,0.9998629400698736
21KWP,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KWP_20230627T053558.zip,,0.0,2.478425751739377e-05,0.0,0.0,0.9998122434895703
21KWP,20200324,S2B_MSIL2A_20200324T135109_N0500_R024_T21KWP_20230601T035643.zip,,0.0,3.357653093387215e-05,0.0,0.0,0.9998290981118179
21KWP,20201209,S2B_MSIL2A_20201209T135109_N0500_R024_T21KWP_20230325T212232.zip,,0.0,2.7073566444703236e-05,0.0,0.0,0.9999026214246137
21KWR,20200324,S2B_MSIL2A_20200324T135109_N0500_R024_T21KWR_20230601T035643.zip,,0.0003756457344202574,2.624410668843169e-05,0.0,0.0,0.9993669231356233
21KWR,20200423,S2B_MSIL2A_20200423T135109_N0500_R024_T21KWR_20230407T041511.zip,,0.0007839721832376136,3.082272454305062e-05,0.0,0.0,0.9988631092796639
21KWR,20200518,S2A_MSIL2A_20200518T135121_N0500_R024_T21KWR_20230620T123308.zip,,0.0,4.094213356956347e-05,0.0,0.0,0.9998763109611448
21KWR,20201124,S2A_MSIL2A_20201124T135111_N0500_R024_T21KWR_20230406T124134.zip,,7.299245855189597e-07,2.3191694785352405e-05,0.0,0.0,0.999823424607085
21KXR,20200408,S2A_MSIL2A_20200408T135111_N0500_R024_T21KXR_20230426T012514.zip,,0.0,1.9508893467506743e-05,0.0,0.0,0.9997459198874589
21KXR,20200423,S2B_MSIL2A_20200423T135109_N0500_R024_T21KXR_20230407T041511.zip,,0.0,1.9873855760266222e-05,0.0,0.0,0.9997655614944874
21KXR,20200806,S2A_MSIL2A_20200806T135121_N0500_R024_T21KXR_20230422T000447.zip,,0.0,3.069001098204717e-05,0.0,0.0,0.9999586597257474
21KXR,20201209,S2B_MSIL2A_20201209T135109_N0500_R024_T21KXR_20230325T212232.zip,,0.0,1.0749798441279227e-05,0.0,0.0,0.9999252159083746
21KXP,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KXP_20230627T053558.zip,,0.0,3.0291870299036832e-05,1.5096167564142123e-05,0.0,0.9997279703783332
21KXP,20200324,S2B_MSIL2A_20200324T135109_N0500_R024_T21KXP_20230601T035643.zip,,0.0,2.677496093244548e-05,0.0,0.0,0.9998167557506444
21KXP,20200423,S2B_MSIL2A_20200423T135109_N0500_R024_T21KXP_20230407T041511.zip,,0.0,2.5182398200404112e-05,0.0,0.0,0.9997781029260022
21KXP,20200801,S2B_MSIL2A_20200801T135119_N0500_R024_T21KXP_20230429T060641.zip,,0.0,3.430645551939111e-05,0.0,0.0,0.9999617453160408
21KXQ,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KXQ_20230627T053558.zip,,0.0,4.588571371694188e-05,4.48240052289143e-05,0.0,0.9997204388837463
21KXQ,20200423,S2B_MSIL2A_20200423T135109_N0500_R024_T21KXQ_20230407T041511.zip,,0.0,1.672190868643435e-05,0.0,0.0,0.9997184481803312
21KXQ,20200712,S2B_MSIL2A_20200712T135119_N0500_R024_T21KXQ_20230626T184645.zip,,0.0,2.5912322785923074e-05,0.0,0.0,0.9998677509364601
21KXQ,20200801,S2B_MSIL2A_20200801T135119_N0500_R024_T21KXQ_20230429T060641.zip,,0.0,3.536816400741869e-05,0.0,0.0,0.9999232583833497
21KWQ,20200223,S2B_MSIL2A_20200223T135109_N0500_R024_T21KWQ_20230613T133745.zip,,0.0,1.9343001516252433e-05,0.0,0.0,0.9997389524255063
21KWQ,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KWQ_20230627T053558.zip,,0.0,0.00010474417802197073,0.00010222262036290524,0.0,0.999413041098072
21KWQ,20200324,S2B_MSIL2A_20200324T135109_N0500_R024_T21KWQ_20230601T035643.zip,,0.0,3.0026443177029935e-05,0.0,0.0,0.9996292646673369
21KWQ,20200806,S2A_MSIL2A_20200806T135121_N0500_R024_T21KWQ_20230422T000447.zip,,0.0,6.088234611033142e-05,0.0,0.0,0.9997369617220911
21NYC,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYC_20230613T111935.zip,,0.0,0.530792897170215,0.04463641461043593,0.0,0.42412387483784064
21NYC,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYC_20230613T111935_CLOUDS.tif,no_SCL,,,,,
21NYC,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYC_20230529T100619.zip,,0.0,0.5646526056648784,0.18467656046263947,0.0,0.25061535960398273
21NYC,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYC_20230529T100619_CLOUDS.tif,no_SCL,,,,,
21KYP,20200510,S2B_MSIL2A_20200510T134209_N0500_R124_T21KYP_20230501T034106.zip,,0.0185023274640761,4.0411279325549686e-05,0.0,0.0,0.9814572612565984
21KYP,20200828,S2B_MSIL2A_20200828T134219_N0500_R124_T21KYP_20230425T053429.zip,,0.018430761676304988,6.662220762373052e-05,0.0,0.0,0.9808977408834079
21KYP,20200930,S2B_MSIL2A_20200930T135119_N0500_R024_T21KYP_20230315T012321.zip,,0.6069821268011718,7.2660674649387365e-06,0.0,0.0,0.39289146353197235
21KYP,20201106,S2B_MSIL2A_20201106T134209_N0500_R124_T21KYP_20230411T102127.zip,,0.01873951977597951,2.6011857956675656e-05,0.0,0.0,0.9809746152136191
21KYP,20191102,S2B_MSIL2A_20191102T134209_N0500_R124_T21KYP_20230610T232150.zip,,0.01915806516899413,3.0291870299036832e-05,0.0,0.0,0.9805456186276754
21KYP,20200304,S2B_MSIL2A_20200304T135109_N0500_R024_T21KYP_20230423T061733.zip,,0.5983069067454985,7.2660674649387365e-06,1.0948868782784398e-06,0.0,0.4015537108370576
21KYP,20200314,S2B_MSIL2A_20200314T135109_N0500_R024_T21KYP_20230627T053558.zip,,0.5974898225287906,7.33242424544046e-06,3.0026443177029935e-05,0.0,0.4023240798802924
21KYP,20200321,S2B_MSIL2A_20200321T134209_N0500_R124_T21KYP_20230408T211820.zip,,0.020365659038954747,3.3476995763119566e-05,0.0,0.0,0.9793017275987803
21NYC,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYC_20230424T000215.zip,,0.0,0.5433406657575788,0.18160301392497039,0.0,0.27493306259766886
21NYC,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYC_20230424T000215_CLOUDS.tif,no_SCL,,,,,
21NYC,20200728,S2B_MSIL2A_20200728T141049_N0500_R110_T21NYC_20230505T083629.zip,,0.0,0.4122326070583707,0.21160142136223833,0.0,0.3760365426790223
21NYC,20200728,S2B_MSIL2A_20200728T141049_N0500_R110_T21NYC_20230505T083629_CLOUDS.tif,no_SCL,,,,,
21KYP,20201226,S2B_MSIL2A_20201226T134209_N0500_R124_T21KYP_20230331T153350.zip,,0.017731726172109583,1.7883152345214516e-05,0.0,0.0,0.9820179428734477
21NYC,20190912,S2B_MSIL2A_20190912T141049_N0500_R110_T21NYC_20230501T142756.zip,,0.0,0.1531159485204097,0.10268091346744039,0.0,0.744040729791872
21NYC,20200703,S2A_MSIL2A_20200703T141051_N0500_R110_T21NYC_20230614T065311.zip,,0.0,0.5689687160958324,0.16141721493956557,0.0,0.2695760465293745
21NYC,20200703,S2A_MSIL2A_20200703T141051_N0500_R110_T21NYC_20230614T065311_CLOUDS.tif,no_SCL,,,,,
21NYC,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYC_20230509T003851.zip,,0.0,0.5533161801055736,0.16482868338193968,0.0,0.28181774446667396
21NYC,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYC_20230509T003851_CLOUDS.tif,no_SCL,,,,,
21NYC,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYC_20230322T001933.zip,,0.0,0.20548495194110172,0.14530436196296628,0.0,0.6490660283144383
21NYC,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYC_20230322T001933_CLOUDS.tif,no_SCL,,,,,
21NYC,20200911,S2A_MSIL2A_20200911T141051_N0500_R110_T21NYC_20230426T010121.zip,,0.0,0.20407808865929442,0.078315699018915,0.0,0.7174318930594126
21NYC,20200911,S2A_MSIL2A_20200911T141051_N0500_R110_T21NYC_20230426T010121_CLOUDS.tif,no_SCL,,,,,
21NYC,20201016,S2B_MSIL2A_20201016T141049_N0500_R110_T21NYC_20230403T004244.zip,,0.0,0.21984744576162654,0.16186034551975606,0.0,0.618189919741474
21NYC,20201016,S2B_MSIL2A_20201016T141049_N0500_R110_T21NYC_20230403T004244_CLOUDS.tif,no_SCL,,,,,
21NYD,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYD_20230613T111935_CLOUDS.tif,no_SCL,,,,,
21NYD,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYD_20230529T100619.zip,,0.0,0.4763710472095315,0.20170168645757644,0.0,0.3218689719012213
21NYD,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYD_20230529T100619_CLOUDS.tif,no_SCL,,,,,
21NYD,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYD_20230424T000215.zip,,0.0,0.5399846052269236,0.1918140616653561,0.0,0.26812389474487475
21NYC,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYC_20230429T125609.zip,,0.0,0.5253008450535996,0.15937707572304008,0.0,0.31526736805783656
21NYC,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYC_20230429T125609_CLOUDS.tif,no_SCL,,,,,
21NYC,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYC_20230421T164311.zip,,0.0,0.11038646188964203,0.10387132093125105,0.0,0.7855031005205689
21NYC,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYC_20230421T164311_CLOUDS.tif,no_SCL,,,,,
21NYD,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYD_20230424T000215_CLOUDS.tif,no_SCL,,,,,
21NYD,20200728,S2B_MSIL2A_20200728T141049_N0500_R110_T21NYD_20230505T083629.zip,,0.0,0.46820066953991524,0.17967249610983374,0.0,0.3520102786652997
21NYD,20200728,S2B_MSIL2A_20200728T141049_N0500_R110_T21NYD_20230505T083629_CLOUDS.tif,no_SCL,,,,,
21NYD,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYD_20230509T003851.zip,,0.0,0.5442066549215165,0.16047647486239264,0.0,0.2952240370801689
21NYD,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYD_20230429T125609_CLOUDS.tif,no_SCL,,,,,
21NYD,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYD_20230421T164311.zip,,0.0,0.07708796586607211,0.0776088334146204,0.0,0.8449214833394714
21NYD,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYD_20230421T164311_CLOUDS.tif,no_SCL,,,,,
21NYD,20200911,S2A_MSIL2A_20200911T141051_N0500_R110_T21NYD_20230426T010121.zip,,0.0,0.19840710548405613,0.1088797648315699,0.0,0.6924490296979771
21NYD,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYD_20230509T003851_CLOUDS.tif,no_SCL,,,,,
21NYD,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYD_20230322T001933.zip,,0.0,0.10242789506338731,0.07891888215367567,0.0,0.8182432705929974
21NYD,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYD_20230322T001933_CLOUDS.tif,no_SCL,,,,,
21NYD,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYD_20230429T125609.zip,,0.0,0.5592706394471153,0.14019286598252825,0.0,0.3004903102511272
21NYD,20191201,S2B_MSIL2A_20191201T141039_N0500_R110_T21NYD_20230620T012909.zip,,0.0,0.12310572957621242,0.049192471159684274,0.0,0.8274686215374203
21NYD,20200229,S2B_MSIL2A_20200229T141049_N0500_R110_T21NYD_20230424T052625.zip,,0.0,0.1681465555854161,0.06870979193831474,0.0,0.7627269318947183
21NYD,20200229,S2B_MSIL2A_20200229T141049_N0500_R110_T21NYD_20230424T052625_CLOUDS.tif,no_SCL,,,,,
21NYD,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYD_20230613T111935.zip,,0.0,0.5783030912306196,0.13170437390718678,0.0,0.28992272752910575
21NYE,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYE_20230613T111935_CLOUDS.tif,no_SCL,,,,,
21NYE,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYE_20230529T100619.SAFE,,0.0,0.44344398326481993,0.19981075046200908,0.0,0.3560773189206406
21NYE,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYE_20230529T100619.zip,,0.0,0.44344398326481993,0.19981075046200908,0.0,0.3560773189206406
21NYE,20200713,S2A_MSIL2A_20200713T141051_N0500_R110_T21NYE_20230529T100619_CLOUDS.tif,no_SCL,,,,,
21NYE,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYE_20230322T001933_CLOUDS.tif,no_SCL,,,,,
21NYE,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYE_20230429T125609.SAFE,,0.0,0.4244538339288854,0.17629835335649185,0.0,0.3987569384308612
21NYE,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYE_20230429T125609.zip,,0.0,0.4244538339288854,0.17629835335649185,0.0,0.3987569384308612
21NYE,20200827,S2B_MSIL2A_20200827T141049_N0500_R110_T21NYE_20230429T125609_CLOUDS.tif,no_SCL,,,,,
21NYD,20201001,S2A_MSIL2A_20201001T141051_N0500_R110_T21NYD_20230307T092649_CLOUDS.tif,no_SCL,,,,,
21NYE,20191201,S2B_MSIL2A_20191201T141039_N0500_R110_T21NYE_20230620T012909.zip,,0.0,0.1353435124634623,0.10337500539148842,0.0,0.7603017242809413
21NYE,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYE_20230613T111935.SAFE,,0.0,0.2966833222185726,0.1582442659447049,0.0,0.5437877777445994
21NYE,20200708,S2B_MSIL2A_20200708T141049_N0500_R110_T21NYE_20230613T111935.zip,,0.0,0.2966833222185726,0.1582442659447049,0.0,0.5437877777445994
21NYD,20200911,S2A_MSIL2A_20200911T141051_N0500_R110_T21NYD_20230426T010121_CLOUDS.tif,no_SCL,,,,,
21NYD,20200926,S2B_MSIL2A_20200926T141049_N0500_R110_T21NYD_20230410T035701.zip,,0.0,0.5940495552436786,0.12347639855209505,0.0,0.2824158844861165
21NYD,20200926,S2B_MSIL2A_20200926T141049_N0500_R110_T21NYD_20230410T035701_CLOUDS.tif,no_SCL,,,,,
21NYD,20201001,S2A_MSIL2A_20201001T141051_N0500_R110_T21NYD_20230307T092649.zip,,0.0,0.1814898424358247,0.08003550087756842,0.0,0.7382634430542699
21NYE,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYE_20230424T000215.SAFE,,0.0,0.36156801072325573,0.21211409384839466,0.0,0.4257708501298934
21NYE,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYE_20230424T000215.zip,,0.0,0.36156801072325573,0.21211409384839466,0.0,0.4257708501298934
21NYE,20200718,S2B_MSIL2A_20200718T141049_N0500_R110_T21NYE_20230424T000215_CLOUDS.tif,no_SCL,,,,,
21NYE,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYE_20230509T003851.SAFE,,0.0,0.31291969834207584,0.17744251014429283,0.0,0.5086510330091805
21NYE,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYE_20230509T003851.zip,,0.0,0.31291969834207584,0.17744251014429283,0.0,0.5086510330091805
21NYE,20200812,S2A_MSIL2A_20200812T141051_N0500_R110_T21NYE_20230509T003851_CLOUDS.tif,no_SCL,,,,,
21NYE,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYE_20230322T001933.SAFE,,0.0,0.017132524444179016,0.017690385897857007,0.0,0.9629624321087189
21NYE,20200822,S2A_MSIL2A_20200822T141051_N0500_R110_T21NYE_20230322T001933.zip,,0.0,0.017132524444179016,0.017690385897857007,0.0,0.9629624321087189
21NYE,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYE_20230421T164311.SAFE,,0.0,0.11507274362062501,0.01407928308134346,0.0,0.8688303953868767
21NYE,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYE_20230421T164311.zip,,0.0,0.11507274362062501,0.01407928308134346,0.0,0.8688303953868767
21NYE,20200901,S2A_MSIL2A_20200901T141051_N0500_R110_T21NYE_20230421T164311_CLOUDS.tif,no_SCL,,,,,
21NYE,20200906,S2B_MSIL2A_20200906T141049_N0500_R110_T21NYE_20230503T074655.SAFE,,0.0,0.4898096555751308,0.13322958450701888,0.0,0.37642078161651754
21NYE,20200911,S2A_MSIL2A_20200911T141051_N0500_R110_T21NYE_20230426T010121_CLOUDS.tif,no_SCL,,,,,
21NYE,20200926,S2B_MSIL2A_20200926T141049_N0500_R110_T21NYE_20230410T035701.SAFE,,0.0,0.4955959668348811,0.15645087441647507,0.0,0.34761998135374467
21NYE,20200926,S2B_MSIL2A_20200926T141049_N0500_R110_T21NYE_20230410T035701.zip,,0.0,0.4955959668348811,0.15645087441647507,0.0,0.34761998135374467
21NYE,20200926,S2B_MSIL2A_20200926T141049_N0500_R110_T21NYE_20230410T035701_CLOUDS.tif,no_SCL,,,,,
21NYE,20201001,S2A_MSIL2A_20201001T141051_N0500_R110_T21NYE_20230307T092649.SAFE,,0.0,0.06646165739330659,0.04177584015978713,0.0,0.8905912057358801
