point_x,point_y,avg_year,agbref,nico_mean,nico_median,nico_p90,cci_mean,cci_median,cci_p90,nico_cov,cci_cov,common_cov,nico_mean_common,cci_mean_common
-119.2500,36.9500,2019,70.8373,68.9142,61.7744,114.8720,53.8017,58.0000,99.0000,1.0000,1.0000,1.0000,68.6598,54.1534
-119.0500,36.9500,2018,195.8857,153.7517,138.0462,283.4232,90.2177,84.0000,158.0000,1.0000,1.0000,1.0000,153.1709,90.3190
-118.9500,36.9500,2019,111.3870,156.5692,142.2367,289.1155,91.7197,84.0000,175.0000,1.0000,1.0000,1.0000,155.2552,91.6734
-107.7500,36.9500,2020,0.5865,24.4297,21.4886,42.8195,11.6681,11.0000,20.0000,1.0000,1.0000,1.0000,24.3754,11.7304
-107.6500,36.9500,2020,2.6139,25.4685,23.6697,41.3572,16.4097,16.0000,28.0000,1.0000,1.0000,1.0000,25.3594,16.2987
-119.3500,37.0500,2019,141.3915,94.5426,81.5224,171.2583,60.4129,53.0000,113.0000,1.0000,1.0000,1.0000,94.5915,60.2663
-119.2500,37.0500,2019,172.9804,121.8846,102.4198,235.7938,80.4899,75.0000,141.0000,1.0000,1.0000,1.0000,121.9848,80.3474
-119.1500,37.0500,2019,159.3454,160.0309,148.7824,286.2136,111.5777,113.0000,193.0000,1.0000,1.0000,1.0000,159.4550,110.8184
-119.0500,37.0500,2018,108.2356,143.3903,127.6045,275.6514,70.2589,66.0000,144.0000,1.0000,1.0000,1.0000,143.6341,70.8318
-118.9500,37.0500,2018,67.6487,122.9196,105.6058,246.1586,58.4452,42.0000,150.0000,1.0000,1.0000,1.0000,122.5848,58.2268
-112.2500,37.0500,2020,0.0000,13.4083,8.7208,28.4474,4.1413,0.0000,14.0000,1.0000,1.0000,1.0000,13.4016,4.1759
-112.1500,37.0500,2020,0.0008,9.3758,7.3788,19.0528,7.7003,4.0000,23.0000,1.0000,1.0000,1.0000,9.3773,7.6994
-112.0500,37.0500,2020,0.0000,18.3313,12.7767,37.2149,10.9292,10.0000,24.0000,1.0000,1.0000,1.0000,18.3072,10.9588
-107.7500,37.0500,2020,2.4400,18.0147,15.7903,34.8706,9.2488,9.0000,21.0000,1.0000,1.0000,1.0000,18.1912,9.3015
-107.6500,37.0500,2020,1.7903,15.7218,12.0570,34.5266,7.0141,6.0000,18.0000,1.0000,1.0000,1.0000,15.8125,7.0551
-119.2500,37.1500,2019,181.4034,126.1002,113.1982,237.5468,72.5667,61.0000,156.0000,1.0000,1.0000,1.0000,125.6089,72.5511
-119.1500,37.1500,2019,79.1183,116.7590,100.5798,217.6795,76.4860,70.0000,155.0000,1.0000,1.0000,1.0000,116.2191,75.7346
-119.0500,37.1500,2018,34.7608,101.7116,92.5005,182.4026,49.5761,42.0000,117.0000,1.0000,1.0000,1.0000,101.6910,50.1268
-118.9500,37.1500,2018,26.9224,117.3514,109.6738,214.7043,68.7409,67.0000,148.0000,1.0000,1.0000,1.0000,116.9541,68.7304
-112.2500,37.1500,2020,0.0363,25.0052,18.9320,46.1838,5.6910,1.0000,17.0000,1.0000,1.0000,1.0000,24.9105,5.6667
-112.1500,37.1500,2020,0.0777,16.7670,9.5939,36.4187,5.5478,1.0000,17.0000,1.0000,1.0000,1.0000,16.7470,5.5378
-112.0500,37.1500,2020,0.0000,7.0860,4.0386,12.7138,2.3274,0.0000,9.0000,1.0000,1.0000,1.0000,7.1008,2.3337
-80.5500,37.4500,2018,183.3184,191.8117,192.8387,271.0522,186.5643,196.0000,252.0000,1.0000,1.0000,1.0000,191.7253,186.7719
-80.4500,37.4500,2018,163.6580,186.0917,187.1772,276.6505,162.9781,176.0000,232.0000,1.0000,1.0000,1.0000,186.0353,163.0564
-114.0500,37.7500,2020,0.1718,9.2459,7.8807,17.3937,1.7306,0.0000,7.0000,1.0000,1.0000,1.0000,9.3590,1.8322
-113.9500,37.7500,2020,0.0504,5.5639,3.1590,14.0971,2.6018,0.0000,11.0000,1.0000,1.0000,1.0000,5.6814,2.5688
-108.5500,37.7500,2020,24.9161,32.9647,27.0953,63.5904,19.3659,10.0000,55.0000,1.0000,1.0000,1.0000,33.2367,19.5018
-114.0500,37.8500,2020,5.3766,20.0062,17.7758,35.3317,11.3435,11.0000,21.0000,1.0000,1.0000,1.0000,20.2376,11.4685
-113.9500,37.8500,2020,7.5233,22.5239,20.5284,45.5120,12.7141,14.0000,24.0000,1.0000,1.0000,1.0000,22.1704,12.5804
-108.6500,37.8500,2020,12.8808,37.7168,28.0275,80.2303,19.2694,19.0000,35.0000,1.0000,1.0000,1.0000,37.8091,19.1725
-108.5500,37.8500,2020,2.8764,24.3998,19.0865,50.9488,12.4384,8.0000,33.0000,1.0000,1.0000,1.0000,24.5830,12.4633
-108.4500,37.8500,2020,18.2960,57.5994,48.5715,109.7542,30.1549,23.0000,75.0000,1.0000,1.0000,1.0000,57.3446,30.0029
-114.0500,37.9500,2020,24.7667,31.3081,29.2391,50.0533,13.8744,14.0000,23.0000,1.0000,1.0000,1.0000,31.0395,13.6801
-113.9500,37.9500,2020,12.6386,23.5353,24.2940,47.0707,10.5459,13.0000,22.0000,1.0000,1.0000,1.0000,23.5636,10.5282
-108.6500,37.9500,2020,0.1108,9.2876,3.4804,25.4893,4.0811,0.0000,17.0000,1.0000,1.0000,1.0000,9.5849,4.2779
-108.5500,37.9500,2020,3.7922,25.6539,20.6829,54.1374,11.1688,5.0000,30.0000,1.0000,1.0000,1.0000,25.7022,11.1913
-108.4500,37.9500,2020,15.1161,34.7306,28.0128,65.6227,19.0423,10.0000,60.0000,1.0000,1.0000,1.0000,34.5721,18.8294
-114.0500,38.0500,2020,9.6206,29.4655,28.2851,47.6076,11.3596,12.0000,20.0000,1.0000,1.0000,1.0000,29.1184,11.1852
-113.9500,38.0500,2020,0.3385,5.2788,1.5754,19.0540,1.0805,0.0000,6.0000,1.0000,1.0000,1.0000,5.6402,1.1574
-114.0500,38.1500,2020,9.9481,21.0351,20.1277,39.7790,8.9400,10.0000,19.0000,1.0000,1.0000,1.0000,20.9200,8.9322
-113.9500,38.1500,2020,0.5378,9.4730,3.6971,27.9233,2.9322,0.0000,11.0000,1.0000,1.0000,1.0000,9.7223,2.9986
-109.4500,38.1500,2017,0.0002,18.5330,6.6892,49.7051,3.2555,0.0000,13.0000,1.0000,1.0000,1.0000,18.5326,3.2855
-109.3500,38.1500,2017,0.0000,5.5914,2.8641,13.9306,0.3616,0.0000,0.0000,1.0000,1.0000,1.0000,5.6447,0.3548
-112.0500,38.2500,2020,7.0968,25.4901,20.3591,52.6541,15.7529,13.0000,40.0000,1.0000,1.0000,1.0000,25.3981,15.7150
-111.9500,38.2500,2020,2.1147,16.1992,4.7127,41.7020,7.6533,0.0000,27.0000,1.0000,1.0000,1.0000,16.1302,7.6815
-109.4500,38.2500,2019,0.0044,12.2534,5.0505,25.0602,0.9963,0.0000,3.0000,1.0000,1.0000,1.0000,12.1229,0.9960
-109.3500,38.2500,2019,0.0057,17.7073,8.6815,40.0338,5.4800,0.0000,16.0000,1.0000,1.0000,1.0000,17.4011,5.4282
-112.0500,38.3500,2020,12.9327,40.9557,32.5813,83.4427,17.6161,16.0000,40.0000,1.0000,1.0000,1.0000,40.7938,17.6036
-111.9500,38.3500,2020,2.5830,15.4979,6.7740,38.5519,9.0415,3.0000,27.0000,1.0000,1.0000,1.0000,15.9781,9.1229
-109.4500,38.3500,2017,0.0018,18.8765,9.3254,48.3767,4.7014,0.0000,15.0000,1.0000,1.0000,1.0000,18.8262,4.7538
-109.3500,38.3500,2017,1.0265,18.7923,15.5662,37.7357,11.4459,12.0000,21.0000,1.0000,1.0000,1.0000,19.0012,11.6020
-111.9500,38.4500,2020,3.3067,19.1720,11.8469,45.6809,10.6934,2.0000,35.0000,1.0000,1.0000,1.0000,19.1002,10.7813
-78.0500,38.8500,2019,121.9924,180.0682,203.1792,303.2253,139.1160,160.0000,254.0000,1.0000,1.0000,1.0000,178.6126,138.7889
-76.6500,38.8500,2017,81.8188,132.3270,130.6641,258.4037,118.4191,104.0000,267.0000,1.0000,1.0000,1.0000,132.8834,118.8308
-76.5500,38.8500,2017,64.5534,131.2491,126.2720,267.1178,96.8129,75.0000,234.0000,1.0000,1.0000,1.0000,130.9141,96.7103
-78.2500,38.9500,2019,46.1539,120.0476,123.5655,223.1136,75.0780,68.0000,167.0000,1.0000,1.0000,1.0000,120.6402,75.9042
-78.0500,38.9500,2017,103.3890,221.1668,242.8846,336.7426,162.6398,184.0000,243.0000,1.0000,1.0000,1.0000,219.1126,161.3345
-76.6500,38.9500,2017,82.5873,142.4329,152.3298,258.5579,122.4386,120.0000,255.0000,1.0000,1.0000,1.0000,142.6249,123.0351
-76.5500,38.9500,2017,63.3068,116.7333,98.1782,242.7909,80.4375,28.5000,229.0000,1.0000,1.0000,1.0000,117.6019,81.0775
-96.6500,39.0500,2019,1.4525,22.1616,12.6701,52.5064,5.7916,0.0000,19.0000,1.0000,1.0000,1.0000,22.1868,5.8291
-96.5500,39.0500,2019,0.4173,18.8709,12.2074,39.0824,3.7647,0.0000,8.0000,1.0000,1.0000,1.0000,19.2859,3.8368
-96.4500,39.0500,2019,0.9413,16.9681,9.9765,36.2655,2.7655,0.0000,2.0000,1.0000,1.0000,1.0000,16.9199,2.7221
-96.6500,39.1500,2019,5.0790,38.6625,21.4341,98.5930,21.0929,0.0000,85.0000,1.0000,1.0000,1.0000,38.9506,21.3554
-96.5500,39.1500,2019,3.9593,40.0972,22.2941,102.1026,18.6494,0.0000,78.0000,1.0000,1.0000,1.0000,39.9055,18.3980
-96.4500,39.1500,2019,2.2351,30.1705,12.9841,89.3893,12.4140,0.0000,51.0000,1.0000,1.0000,1.0000,30.4424,12.6607
-78.0500,39.1500,2017,14.1329,77.7356,40.9883,208.1915,32.2210,7.0000,106.0000,1.0000,1.0000,1.0000,77.8946,32.4508
-77.9500,39.1500,2017,7.2253,61.3149,27.1777,184.9966,23.3925,0.0000,92.0000,1.0000,1.0000,1.0000,62.2896,24.4805
-96.6500,39.2500,2019,4.1162,29.7860,17.5975,71.8965,15.4368,0.0000,66.0000,1.0000,1.0000,1.0000,29.9232,15.0857
-96.5500,39.2500,2019,1.8432,29.1879,15.1524,73.6949,9.3775,0.0000,38.0000,1.0000,1.0000,1.0000,28.9827,9.3887
-112.1500,39.9500,2020,2.6735,26.4286,18.4040,60.6733,7.1059,2.0000,22.0000,1.0000,1.0000,1.0000,26.4841,7.1075
-112.0500,39.9500,2020,0.9047,27.7938,22.2568,57.4721,6.0710,5.0000,15.0000,1.0000,1.0000,1.0000,27.7361,6.0693
-105.6500,39.9500,2017,32.2585,73.0982,70.5375,126.4739,34.0633,29.0000,82.0000,1.0000,1.0000,1.0000,73.1551,33.9942
-105.5500,39.9500,2019,89.3132,85.7212,85.2128,135.8185,48.4924,53.0000,75.0000,1.0000,1.0000,1.0000,85.6813,48.5285
-105.4500,39.9500,2017,47.2911,77.3739,75.2665,123.9940,50.7970,55.0000,81.0000,1.0000,1.0000,1.0000,77.3011,50.9211
-112.1500,40.0500,2020,8.6829,37.0993,31.1357,77.1652,9.8837,9.0000,23.0000,1.0000,1.0000,1.0000,36.8822,9.9424
-112.0500,40.0500,2020,0.3471,13.8343,7.1656,35.7366,2.9046,0.0000,10.0000,1.0000,1.0000,1.0000,13.7973,2.8949
-105.6500,40.0500,2017,2.6620,80.9704,66.8232,161.0544,13.1404,0.0000,65.0000,1.0000,1.0000,1.0000,81.0594,13.2607
-105.5500,40.0500,2018,84.9922,65.1889,64.1000,107.0381,44.2435,51.0000,70.0000,1.0000,1.0000,1.0000,65.1508,44.4137
-105.4500,40.0500,2018,56.2467,71.8570,67.7939,120.2876,38.4973,38.0000,70.0000,1.0000,1.0000,1.0000,71.8410,38.4745
-112.5500,40.1500,2017,0.6849,20.4029,17.2414,44.2719,4.5398,0.0000,15.0000,1.0000,1.0000,1.0000,20.1654,4.5243
-112.4500,40.1500,2019,0.0047,3.8603,3.4748,7.0782,0.1909,0.0000,0.0000,1.0000,1.0000,1.0000,3.9046,0.2047
-105.5500,40.1500,2017,90.4316,72.1112,71.0622,116.4731,52.4841,60.0000,77.0000,1.0000,1.0000,1.0000,72.0583,52.5078
-105.4500,40.1500,2017,70.4879,74.5495,69.6607,120.0980,45.8941,47.0000,68.0000,1.0000,1.0000,1.0000,74.5640,45.7496
-112.5500,40.2500,2019,6.0622,33.2266,28.5290,58.0961,9.6950,10.0000,22.0000,1.0000,1.0000,1.0000,32.8976,9.6727
-112.4500,40.2500,2019,0.0109,6.7178,4.8839,15.2654,1.1231,0.0000,3.0000,1.0000,1.0000,1.0000,6.7481,1.1143
-112.1500,40.2500,2020,0.2032,13.8273,8.4179,32.5114,3.9386,0.0000,13.0000,1.0000,1.0000,1.0000,13.8904,3.9723
-105.5500,40.2500,2018,81.2835,76.7799,75.0940,121.5637,48.1188,55.0000,76.0000,1.0000,1.0000,1.0000,76.6924,48.1838
-105.4500,40.2500,2017,49.7549,65.7289,62.1873,113.4772,42.3267,43.0000,75.0000,1.0000,1.0000,1.0000,65.7745,42.2686
-112.1500,40.3500,2020,12.0537,49.0914,34.8038,100.1842,12.0850,10.0000,29.0000,1.0000,1.0000,1.0000,48.7302,12.0374
-105.5500,40.3500,2017,51.2157,62.6143,61.4466,106.1534,32.1644,30.0000,66.0000,1.0000,1.0000,1.0000,62.6142,32.2098
-105.4500,40.3500,2017,65.8069,64.6600,61.9563,107.5224,42.0844,44.0000,72.0000,1.0000,1.0000,1.0000,64.6137,42.1302
-113.7500,41.8500,2020,1.1988,14.6848,12.3797,25.7947,1.5609,0.0000,8.0000,1.0000,1.0000,1.0000,14.6948,1.5864
-113.6500,41.8500,2020,1.9957,15.1797,12.9226,23.3956,2.6172,0.0000,9.0000,1.0000,1.0000,1.0000,15.0607,2.5975
-113.5500,41.8500,2020,4.4499,22.8796,14.8787,41.7281,4.9204,0.0000,17.0000,1.0000,1.0000,1.0000,22.4534,4.8261
-113.7500,41.9500,2020,0.7283,10.5538,7.0855,22.9730,1.7650,0.0000,9.0000,1.0000,1.0000,1.0000,10.8968,1.8272
-113.6500,41.9500,2020,1.6413,14.3446,8.2407,33.5540,3.5066,0.0000,13.0000,1.0000,1.0000,1.0000,14.4577,3.5512
-113.5500,41.9500,2020,5.1469,21.1985,10.7927,50.5220,5.6523,0.0000,17.0000,1.0000,1.0000,1.0000,21.3075,5.6946
-110.6500,44.8500,2018,49.5990,53.3199,41.6692,110.8021,35.7722,32.0000,64.0000,1.0000,1.0000,1.0000,53.2378,35.8228
-110.5500,44.8500,2018,25.5215,56.0647,39.8084,118.4205,27.8146,18.0000,71.0000,1.0000,1.0000,1.0000,56.1859,27.8260
-110.4500,44.8500,2018,53.7156,63.5808,50.4112,137.2763,30.5108,25.0000,74.0000,1.0000,1.0000,1.0000,63.4261,30.5172
-110.3500,44.8500,2018,25.8978,61.9210,39.3783,149.0931,22.6702,15.0000,59.0000,1.0000,1.0000,1.0000,61.9321,22.6417
-110.6500,44.9500,2019,18.6009,42.5585,26.6347,101.7067,12.5298,6.0000,35.0000,1.0000,1.0000,1.0000,42.5099,12.4839
-110.5500,44.9500,2018,6.0923,35.5332,17.0080,101.2273,7.5110,0.0000,23.0000,1.0000,1.0000,1.0000,35.6592,7.4575
-110.4500,44.9500,2019,15.1206,55.8721,38.5887,127.7377,11.2341,0.0000,39.0000,1.0000,1.0000,1.0000,55.8056,11.2121
-110.3500,44.9500,2019,6.4163,43.2425,25.2210,107.7131,8.7554,0.0000,30.0000,1.0000,1.0000,1.0000,43.3677,8.7286
-122.3500,45.7500,2017,129.5126,178.2306,164.0665,342.4112,177.4581,184.0000,307.0000,1.0000,1.0000,1.0000,178.3145,177.2383
-122.2500,45.7500,2017,117.1016,190.2791,194.0493,328.3788,188.7172,198.0000,305.0000,1.0000,1.0000,1.0000,190.3916,188.2097
-122.0500,45.7500,2018,155.4332,229.4307,241.1224,349.1029,226.1023,230.0000,312.0000,1.0000,1.0000,1.0000,230.1027,225.4030
-121.9500,45.7500,2019,211.8318,277.1053,316.6372,381.0637,209.1299,203.0000,324.0000,1.0000,1.0000,1.0000,276.3355,209.2357
-122.3500,45.8500,2017,120.3549,133.8559,117.0982,264.3258,187.3028,198.0000,303.0000,1.0000,1.0000,1.0000,133.9970,186.7865
-122.2500,45.8500,2017,166.3258,204.6872,204.9056,343.7494,229.2959,240.0000,315.0000,1.0000,1.0000,1.0000,204.6964,228.7429
-122.0500,45.8500,2018,174.1948,242.1657,248.8803,366.2369,220.4164,223.0000,309.0000,1.0000,1.0000,1.0000,242.5314,220.3358
-121.9500,45.8500,2018,230.7962,297.2008,331.1732,394.4795,203.2399,202.0000,291.0000,1.0000,1.0000,1.0000,296.8161,202.8637
-121.8500,45.8500,2018,287.5805,307.8953,343.5846,399.7607,201.3663,199.0000,310.0000,1.0000,1.0000,1.0000,307.4826,201.0024
-121.7500,45.8500,2018,243.5901,215.0166,223.8179,384.8661,192.5211,179.0000,301.5000,1.0000,1.0000,1.0000,216.5144,193.1217
-90.1500,45.8500,2019,93.7196,34.2097,18.9834,88.5744,76.9881,71.0000,160.0000,1.0000,1.0000,1.0000,35.1051,78.2136
-89.5500,46.1500,2019,78.9060,53.7867,56.9659,102.3655,111.1467,122.0000,204.0000,1.0000,1.0000,1.0000,53.9272,112.3587
-89.5500,46.2500,2019,92.7808,68.7671,73.8788,117.1894,131.1653,153.0000,198.0000,1.0000,1.0000,1.0000,68.6124,130.6552
17.9500,49.0500,2020,202.3863,121.8565,99.0430,252.7446,126.0981,95.0000,317.0000,1.0000,1.0000,1.0000,122.4642,126.4046
18.5500,49.4500,2020,89.5268,170.0815,176.9967,278.2571,187.6639,204.0000,330.0000,1.0000,1.0000,1.0000,169.7512,187.3026
18.5500,49.5500,2020,120.6223,191.5151,201.5328,288.9573,212.8325,232.0000,311.0000,1.0000,1.0000,1.0000,191.2851,212.0681
4.7500,50.8500,2017,34.5075,73.1627,45.0005,181.1992,45.8105,1.0000,181.0000,1.0000,1.0000,1.0000,74.0468,46.3491
4.7500,51.1500,2018,36.3807,73.2228,47.8168,166.4090,43.2405,11.0000,145.0000,1.0000,1.0000,1.0000,73.1276,43.3238
4.7500,51.2500,2018,41.4078,86.0926,60.2759,183.0057,58.0100,32.0000,158.0000,1.0000,1.0000,1.0000,85.8322,57.6567
4.8500,51.3500,2017,20.8633,65.0662,46.1193,141.2697,43.1091,11.0000,141.0000,1.0000,1.0000,1.0000,65.4385,43.2990
38.1500,55.9500,2017,128.6539,71.8386,53.0697,162.8153,93.0753,89.0000,215.0000,1.0000,1.0000,1.0000,71.5548,93.4211
15.7500,56.2500,2017,116.3584,108.4259,104.8178,196.4153,94.8363,111.0000,133.0000,1.0000,1.0000,1.0000,108.4755,94.9270
-74.4500,56.3500,2018,66.3085,6.1922,4.3526,14.2044,7.0593,0.0000,29.0000,1.0000,1.0000,1.0000,6.1814,7.0826
-74.3500,56.3500,2018,107.3837,7.0748,5.7795,14.7092,9.8473,0.0000,34.0000,1.0000,1.0000,1.0000,7.0800,9.8578
14.0500,56.3500,2017,75.4296,109.9391,100.6276,204.4319,78.3494,85.0000,125.0000,1.0000,1.0000,1.0000,109.5540,78.1213
14.8500,56.3500,2017,78.9992,114.3163,111.1329,205.9828,101.4540,114.0000,145.0000,1.0000,1.0000,1.0000,114.2692,101.6242
12.9500,56.4500,2017,23.9609,45.1104,15.6689,141.8899,19.2335,0.0000,76.0000,1.0000,1.0000,1.0000,44.5528,18.9301
13.4500,56.4500,2017,101.3937,87.5706,78.8271,168.5162,66.8559,67.0000,124.0000,1.0000,1.0000,1.0000,87.3076,66.8813
13.5500,56.4500,2017,25.6508,78.1942,68.7139,152.4163,56.5656,55.0000,112.0000,1.0000,1.0000,1.0000,78.1328,56.4638
15.1500,56.4500,2017,68.8379,85.2556,77.0626,160.5433,81.4686,88.0000,129.0000,1.0000,1.0000,1.0000,85.2694,81.3838
13.3500,56.5500,2017,84.3595,101.3350,93.9243,182.0967,82.4218,87.0000,136.0000,1.0000,1.0000,1.0000,101.0419,82.3577
14.8500,56.5500,2017,64.4601,77.1925,63.6639,157.3000,75.2926,83.0000,121.0000,1.0000,1.0000,1.0000,77.2032,75.0437
13.9500,56.6500,2017,46.4499,65.3145,56.8938,123.7993,56.5289,59.0000,101.0000,1.0000,1.0000,1.0000,65.4839,56.9011
13.6500,56.7500,2017,60.8789,71.9145,64.0980,135.7398,59.7239,61.0000,111.8000,1.0000,1.0000,1.0000,71.7792,59.5625
14.1500,56.7500,2017,54.4173,73.9829,61.8137,147.7914,57.3367,62.0000,103.0000,1.0000,1.0000,1.0000,74.1357,57.3467
15.2500,56.7500,2017,77.4022,70.5965,66.0429,128.7858,65.0523,71.0000,112.1000,1.0000,1.0000,1.0000,70.5801,65.0021
15.4500,56.7500,2017,58.6631,73.8248,67.2426,135.1373,87.2390,98.0000,125.0000,1.0000,1.0000,1.0000,73.7589,87.2798
15.8500,56.7500,2017,85.6472,86.3984,78.0472,163.8002,80.2998,89.0000,127.0000,1.0000,1.0000,1.0000,86.2573,80.2388
14.5500,56.8500,2017,36.8548,61.8492,40.6149,149.1650,46.4025,36.0000,114.0000,1.0000,1.0000,1.0000,62.1813,46.5322
14.6500,56.8500,2017,29.3422,68.9134,56.4850,138.3900,69.9523,78.0000,119.0000,1.0000,1.0000,1.0000,68.8866,69.8165
15.7500,56.8500,2017,71.9744,85.6967,82.5414,146.4000,84.4635,92.0000,123.0000,1.0000,1.0000,1.0000,85.6500,84.3819
16.1500,56.8500,2017,82.6074,87.4034,79.9316,160.8100,92.6996,103.0000,134.0000,1.0000,1.0000,1.0000,87.4084,92.7939
16.3500,56.8500,2017,88.4319,84.1393,78.8570,165.7336,67.8456,73.0000,128.0000,1.0000,1.0000,1.0000,83.9241,67.8092
13.9500,56.9500,2017,78.2082,73.8008,62.1598,146.5683,56.3612,58.0000,111.0000,1.0000,1.0000,1.0000,73.4664,56.1230
14.1500,56.9500,2017,53.3278,74.6928,64.7129,143.8816,69.7069,73.0000,121.0000,1.0000,1.0000,1.0000,74.1867,69.4952
15.5500,56.9500,2017,66.6743,75.0362,72.8266,125.1310,79.4970,85.0000,117.0000,1.0000,1.0000,1.0000,75.0165,79.3725
15.8500,56.9500,2017,102.9515,89.3233,82.1801,165.9534,91.8476,105.0000,130.0000,1.0000,1.0000,1.0000,89.3113,91.9545
12.4500,57.0500,2017,55.1468,67.5962,30.9083,188.1835,40.8226,14.0000,123.0000,1.0000,1.0000,1.0000,66.8235,40.3627
12.8500,57.0500,2017,60.1059,89.3714,76.9028,172.8008,84.7715,86.0000,145.0000,1.0000,1.0000,1.0000,89.8930,84.6822
15.2500,57.0500,2017,93.8909,75.3428,72.2682,130.6169,84.4894,94.0000,123.0000,1.0000,1.0000,1.0000,75.3092,84.5270
14.7500,57.1500,2017,60.2223,89.9342,87.6911,159.3413,100.5343,115.0000,153.0000,1.0000,1.0000,1.0000,89.8654,100.4314
12.8500,57.2500,2017,61.8735,94.8563,86.0742,179.1912,78.7892,81.0000,135.0000,1.0000,1.0000,1.0000,94.8008,78.9397
13.8500,57.2500,2017,82.0496,62.1494,55.7730,129.5254,51.5529,50.0000,110.0000,1.0000,1.0000,1.0000,62.4907,51.8298
13.9500,57.2500,2017,66.2723,45.6623,23.9063,124.6519,36.2347,15.0000,102.0000,1.0000,1.0000,1.0000,45.7437,36.2221
15.4500,57.2500,2017,79.9639,82.9302,77.0708,149.3497,90.1151,104.0000,133.0000,1.0000,1.0000,1.0000,83.0352,89.8723
15.6500,57.2500,2017,83.5107,78.3887,73.9468,144.6197,85.9369,103.0000,132.0000,1.0000,1.0000,1.0000,78.5169,86.2528
16.0500,57.2500,2017,58.4312,86.3286,81.7751,156.2513,83.2712,97.0000,134.0000,1.0000,1.0000,1.0000,86.4838,83.5863
13.3500,57.3500,2017,59.1413,78.6584,70.4137,146.0987,73.1742,74.0000,128.0000,1.0000,1.0000,1.0000,79.1525,73.3657
15.1500,57.3500,2017,82.4617,92.2355,86.6906,166.4936,92.7148,108.0000,141.0000,1.0000,1.0000,1.0000,92.2458,92.8691
15.3500,57.3500,2017,69.8412,83.3447,74.2640,165.5320,73.9935,85.0000,139.0000,1.0000,1.0000,1.0000,83.3198,74.4046
14.8500,57.4500,2017,60.9364,84.7638,70.8125,170.5832,79.3824,85.0000,149.0000,1.0000,1.0000,1.0000,84.7610,79.2867
14.9500,57.4500,2017,96.4614,90.1617,81.8212,176.0447,90.3324,108.0000,150.0000,1.0000,1.0000,1.0000,90.1642,90.6291
16.4500,57.4500,2017,50.3812,81.8529,75.8886,140.3371,95.8155,104.0000,128.0000,1.0000,1.0000,1.0000,81.4330,95.5719
16.6500,57.4500,2017,53.0966,57.0335,56.1837,102.0014,51.7274,59.0000,93.0000,1.0000,1.0000,1.0000,56.8484,51.2832
11.9500,57.5500,2017,67.8923,61.0577,45.9633,144.3238,41.0644,21.0000,105.0000,1.0000,1.0000,1.0000,60.2892,40.9866
14.6500,57.5500,2017,126.0159,85.2253,78.3542,166.3951,92.7436,110.0000,153.0000,1.0000,1.0000,1.0000,85.1721,92.8762
15.5500,57.5500,2017,17.4552,78.7335,73.5814,140.5110,105.3349,122.0000,146.0000,1.0000,1.0000,1.0000,78.8809,105.1354
15.7500,57.5500,2017,123.6929,85.6530,81.9388,147.4133,99.8351,113.0000,141.0000,1.0000,1.0000,1.0000,85.6659,99.7460
15.9500,57.5500,2017,73.9046,82.3157,76.2301,154.3122,88.4425,101.0000,140.0000,1.0000,1.0000,1.0000,82.0624,87.8071
16.3500,57.5500,2017,71.2251,73.5667,70.2701,124.0767,92.3711,103.0000,138.0000,1.0000,1.0000,1.0000,73.9857,92.4938
13.5500,57.6500,2017,98.3495,93.7789,87.9290,171.8359,88.9060,101.0000,142.0000,1.0000,1.0000,1.0000,93.8892,89.0023
14.1500,57.6500,2017,71.7797,71.0648,65.7195,131.3428,64.8046,68.0000,126.0000,1.0000,1.0000,1.0000,71.3447,64.8913
-76.2500,57.7500,2019,120.5068,4.7146,4.1679,9.7391,7.8812,0.0000,40.0000,1.0000,1.0000,1.0000,4.7243,7.8844
-76.1500,57.7500,2019,126.2136,6.2761,5.5102,12.1191,7.6941,0.0000,34.0000,1.0000,1.0000,1.0000,6.2585,7.6280
12.2500,57.7500,2017,62.9425,96.7984,87.9713,189.8845,71.9260,82.0000,135.0000,1.0000,1.0000,1.0000,97.5993,73.4335
14.0500,57.7500,2017,51.4787,61.8006,48.6816,136.5311,56.9447,52.0000,124.0000,1.0000,1.0000,1.0000,62.1142,57.1188
16.3500,57.7500,2017,62.6182,68.6579,63.6620,124.8234,86.1908,98.0000,135.0000,1.0000,1.0000,1.0000,69.0683,86.0490
12.4500,57.8500,2017,77.3348,96.6435,86.8617,199.8215,61.9231,64.0000,133.0000,1.0000,1.0000,1.0000,94.9217,61.1670
13.8500,57.8500,2017,56.4965,75.1998,66.7581,148.3026,67.9078,69.0000,126.0000,1.0000,1.0000,1.0000,75.4242,68.4576
15.5500,57.8500,2017,91.7090,76.6131,74.1290,133.9084,92.1504,107.0000,140.0000,1.0000,1.0000,1.0000,76.8242,92.2477
15.8500,57.8500,2017,77.1781,80.5932,77.6543,151.0386,89.9850,109.5000,149.0000,1.0000,1.0000,1.0000,80.6543,89.8687
15.2500,57.9500,2017,106.7778,77.0972,74.1967,156.3076,76.2238,92.0000,149.0000,1.0000,1.0000,1.0000,76.9733,76.4787
12.8500,58.0500,2017,59.5841,81.3270,58.3885,182.0674,52.3874,37.0000,134.0000,1.0000,1.0000,1.0000,81.1695,52.3395
